Date Sample Collected,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
2019-07-11T00:00:00,10:10:00,19.2,8.5,7.4,37700,1.4,23.8,14,16,6 EST,<1,1,<3,21,<5.0,0.078,0.044,0.051,0.43,0.07,0.38
2019-07-11T00:00:00,10:30:00,18.9,3.9,7.3,33300,1.3,20.7,43,46,10,<1,1,<3,18,<5.0,0.072,0.049,0.047,0.42,0.07,0.37
2019-07-11T00:00:00,10:50:00,19.1,4.6,7.3,31000,1.3,19.2,39,42,21,2.1,1,<3,17,<5.0,0.067,0.049,0.044,0.48,0.08,0.43
2019-08-22T00:00:00,07:15:00,17.2,6.9,7.6,46500,1,29.9,1 EST,2 EST,3 EST,1.3,1,<3,19,56,0.015,0.014,0.053,0.35,0.08,0.34
2019-08-22T00:00:00,07:50:00,17.7,6.1,7.7,48000,1.3,31.1,2 EST,3 EST,2 EST,2.7,1,<3,18,31,0.025,0.023,0.062,0.39,0.09,0.37
2019-08-22T00:00:00,08:10:00,17.6,5.9,7.6,44400,1.4,28.5,2 EST,3 EST,2 EST,1.3,1,<3,21,19,0.035,0.031,0.063,0.4,0.09,0.37
2019-08-22T00:00:00,08:33:00,18.1,5.1,7.5,42800,1.4,27.4,4 EST,5 EST,1 EST,2.7,1,<3,19,28,0.046,0.04,0.057,0.41,0.08,0.37
2019-08-22T00:00:00,08:55:00,18,5.4,7.5,43200,1.5,27.6,4 EST,5 EST,1 EST,2.7,1,<3,16,20,0.053,0.044,0.054,0.41,0.07,0.37
2019-08-22T00:00:00,09:15:00,18.2,5,7.5,42600,1.6,27.2,14,14,6 EST,2.7,1,<3,16,15,0.059,0.046,0.053,0.41,0.07,0.37
2019-08-22T00:00:00,09:46:00,17.9,5.4,7.5,40500,1.5,25.7,14,15,8 EST,2.7,1,<3,16,28,0.053,0.046,0.048,0.41,0.07,0.36
2019-08-22T00:00:00,10:18:00,17.9,5.8,7.5,39800,1,25.3,28,30,18,1.3,1,<3,18,15,0.055,0.043,0.048,0.39,0.07,0.35
2019-09-12T00:00:00,07:50:00,17.8,7,7.8,52300,1.5,32.4,1 EST,2 EST,3 EST,1.1,1,<3,53,8,<0.005,<0.005,0.02,0.25,0.11,0.25
2019-09-12T00:00:00,08:40:00,18.2,6.5,7.8,52300,1.3,34.2,1 EST,1 EST,3 EST,2.1,1,<3,15,7,<0.005,<0.005,0.023,0.28,0.11,0.28
2019-09-12T00:00:00,09:15:00,18.7,5.9,7.8,49300,1.2,32.1,2 EST,4 EST,<1,4.3,1,<3,19,7,0.007,0.013,0.03,0.31,0.12,0.3
2019-09-12T00:00:00,09:47:00,20.2,6.6,7.6,40100,1.1,25.5,9 EST,13,5 EST,3.2,1,<3,3,13,0.016,0.031,0.056,0.38,0.13,0.35
2019-09-12T00:00:00,10:12:00,19.2,6.4,7.7,47800,1,31,5 EST,6 EST,5 EST,4.3,1,<3,18,7,0.021,0.03,0.042,0.39,0.12,0.36
2019-09-12T00:00:00,10:33:00,19.5,6.6,7.6,46600,1,30.2,7 EST,7 EST,1 EST,3.2,1,<3,27,7,0.042,0.043,0.052,0.42,0.13,0.37
2019-09-12T00:00:00,11:03:00,19.6,8.1,7.5,43900,1.1,28.2,12,12,9 EST,1.1,1,<3,14,7,0.057,0.052,0.05,0.37,0.12,0.32
2019-09-12T00:00:00,11:36:00,19.3,5.5,7.5,43000,1.2,27.5,24,28,25,1.1,1,<3,12,7,0.051,0.049,0.043,0.34,0.11,0.29
2019-10-24T00:00:00,07:30:00,24.6,6,7.8,49400,1.4,32.3,7 EST,8 EST,1 EST,5.9,1.1,<3,27,7,<0.005,<0.005,0.042,0.31,0.07,0.31
2019-10-24T00:00:00,08:20:00,25.1,6.6,7.8,51000,1.2,33.5,8 EST,9 EST,<1,6.4,1.1,<3,10,6,<0.005,<0.005,0.047,0.34,0.08,0.34
2019-10-24T00:00:00,08:55:00,25.7,6.8,7.8,43900,1.1,28.3,2 EST,12,2 EST,7.5,1.1,<3,20,6,<0.005,<0.005,0.066,0.39,0.1,0.39
2019-10-24T00:00:00,09:28:00,25.9,6.6,7.7,44500,1.1,28.7,6 EST,8 EST,<1,8.5,1.1,<3,11,6,<0.005,<0.005,0.072,0.41,0.11,0.41
2019-10-24T00:00:00,10:05:00,25.9,6.3,7.7,44200,1.1,28.5,7 EST,12 EST,3 EST,12,1.1,<3,20,6,<0.005,<0.005,0.067,0.4,0.1,0.4
2019-10-24T00:00:00,10:25:00,26.2,5.7,7.6,42300,1.2,27.1,10 EST,12 EST,<1,12,1.1,<3,7,7,<0.005,<0.005,0.074,0.39,0.11,0.39
2019-10-24T00:00:00,11:05:00,26.3,4.4,7.5,40400,1,25.8,23,25,4 EST,9.6,1.1,<3,24,6,0.008,0.019,0.073,0.41,0.11,0.39
2019-10-24T00:00:00,11:34:00,26.3,5.5,7.5,37500,0.9,23.8,68,73,20,7.5,1.1,<3,21,6,0.011,0.024,0.067,0.42,0.1,0.4
2019-11-07T00:00:00,07:40:00,24.5,6.4,7.8,50600,1.5,33.2,2 EST,2 EST,1 EST,4.3,1.1,<3,12,11,<0.005,<0.005,0.046,0.36,0.08,0.36
2019-11-07T00:00:00,08:27:00,25,5.5,7.7,49000,1.3,32,1 EST,3 EST,1 EST,4.3,1.1,<3,28,9,<0.005,<0.005,0.052,0.36,0.08,0.36
2019-11-07T00:00:00,08:55:00,25.7,6.5,7.7,44600,1.3,28.8,5 EST,5 EST,<1,3.2,1,<3,17,9,<0.005,<0.005,0.066,0.42,0.1,0.42
2019-11-07T00:00:00,09:25:00,26,4.4,7.6,45700,1.3,29.6,6 EST,10 EST,2 EST,7.5,1.1,<3,25,9,0.006,<0.005,0.069,0.42,0.1,0.42
2019-11-07T00:00:00,09:44:00,26,4.7,7.6,47200,1.2,30.7,5 EST,5 EST,5 EST,3.2,1,<3,24,10,0.013,<0.005,0.069,0.43,0.11,0.43
2019-11-07T00:00:00,10:03:00,25.9,5.1,7.6,46100,1.2,29.9,5 EST,6 EST,4 EST,5.3,1.1,<3,30,9,0.041,<0.005,0.072,0.44,0.12,0.44
2019-11-07T00:00:00,10:22:00,26.1,6,7.5,43800,1.3,28.2,25,29,11,6.4,1.1,<3,20,10,<0.005,<0.005,0.069,0.41,0.11,0.41
2019-11-07T00:00:00,10:50:00,25.9,4.9,7.5,41600,1.3,26.7,40,47,23,6.4,1.1,<3,22,9,<0.005,<0.005,0.066,0.42,0.11,0.42
2019-12-05T00:00:00,07:30:00,26.9,5.2,7.6,49700,0.9,32.5,<1,2 EST,<1,8.5,1.1,<3,16,8,<0.005,<0.005,0.062,0.42,0.09,0.42
2019-12-05T00:00:00,08:15:00,27.9,5.7,6.7,47400,1.1,30.8,1 EST,2 EST,<1,9.6,1.1,<3,27,9,<0.005,<0.005,0.073,0.51,0.11,0.51
2019-12-05T00:00:00,08:40:00,27.9,5.5,7.6,47600,1,31,<1,4 EST,1 EST,9.6,1.1,<3,17,10,<0.005,<0.005,0.077,0.5,0.12,0.5
2019-12-05T00:00:00,09:10:00,28.1,3.8,7.6,48400,1,31.6,2 EST,13 EST,<1,12,1.1,<3,17,8,<0.005,<0.005,0.074,0.51,0.12,0.51
2019-12-05T00:00:00,10:20:00,29.1,4.4,7.7,47200,0.9,30.7,1 EST,3 EST,<1,11,1.1,<3,19,8,<0.005,<0.005,0.073,0.5,0.12,0.5
2019-12-05T00:00:00,10:38:00,29,5.1,7.7,47100,0.9,30.7,7 EST,12 EST,<1,11,1.1,<3,37,8,<0.005,<0.005,0.075,0.5,0.12,0.5
2019-12-05T00:00:00,11:07:00,29.2,4.9,7.6,45500,0.8,29.5,7 EST,9 EST,<1,8.5,1.1,<3,37,9,<0.005,<0.005,0.076,0.51,0.13,0.51
2019-12-05T00:00:00,11:32:00,29.2,5.3,7.6,43700,0.8,28.2,29,39,3 EST,12,1.1,<3,36,8,0.005,<0.005,0.074,0.51,0.13,0.51
2020-01-09T00:00:00,07:25:00,29.6,5.7,7.8,48700,0.8,35,5 EST,6 EST,1 EST,11,1.1,<3,24,10,<0.005,<0.005,0.041,0.44,0.11,0.44
2020-01-09T00:00:00,08:10:00,30,4.8,7.8,46900,0.9,35.1,2 EST,5 EST,4 EST,12,1.1,<3,26,9,<0.005,<0.005,0.053,0.45,0.12,0.45
2020-01-09T00:00:00,08:42:00,30,4.6,7.8,45900,0.8,33.4,6 EST,7 EST,2 EST,13,1.2,<3,37,9,<0.005,<0.005,0.058,0.47,0.32,0.47
2020-01-09T00:00:00,09:19:00,30.1,4.8,7.7,44100,0.8,30.8,2 EST,7 EST,2 EST,13,1.2,<3,12,9,<0.005,<0.005,0.072,0.47,0.14,0.47
2020-01-09T00:00:00,09:44:00,30.5,5,7.7,44800,0.8,32.5,9 EST,14 EST,4 EST,17,1.2,<3,26,8,<0.005,<0.005,0.063,0.53,0.14,0.53
2020-01-09T00:00:00,10:03:00,30.8,5.1,7.7,44000,0.8,31.9,14,15,2 EST,18,1.2,<3,17,9,<0.005,<0.005,0.068,0.55,0.15,0.55
2020-01-09T00:00:00,10:33:00,31.1,5.2,7.6,41400,0.8,30,14,22,<1,19,1.2,<3,27,9,0.005,<0.005,0.079,0.55,0.16,0.55
2020-01-09T00:00:00,11:10:00,30.5,4.4,7.4,39400,0.8,28.4,60,67,13,21,1.2,<3,25,9,0.006,<0.005,0.079,0.56,0.18,0.56
2020-03-19T00:00:00,07:40:00,22.7,8.2,7.8,16000,1.1,9.4,42,110,30,16,1.1,<3,9,12,0.014,<0.005,<0.005,0.61,0.05,0.61
2020-03-19T00:00:00,08:16:00,23.6,8.4,7.8,8570,1.1,4.8,47,120,30,8.5,1.1,<3,2,10,<0.005,<0.005,0.007,0.51,0.04,0.51
2020-03-19T00:00:00,08:42:00,23.8,8.2,7.8,8170,1.1,4.5,70,270,51,15,1.1,<3,4,10,<0.005,<0.005,0.009,0.54,0.05,0.54
2020-03-19T00:00:00,09:12:00,24.1,7.5,7.6,7690,1.2,4.2,85,410,65,17,1.2,<3,3,9,0.015,0.023,0.02,0.56,0.06,0.54
2020-03-19T00:00:00,09:34:00,24.1,7.1,7.6,5220,1.3,2.8,83,260,63,4.3,1,<3,3,9,0.044,0.053,0.015,0.48,0.03,0.42
2020-03-19T00:00:00,09:54:00,24.2,6.8,7.6,4600,1.3,2.5,160,430,71,6.4,1.1,<3,4,9,0.049,0.043,0.012,0.44,0.03,0.4
2020-03-19T00:00:00,10:14:00,23.8,7.1,7.6,1350,1.3,0.7,250,520,180,3.2,1,<3,3,8,<0.005,0.042,0.008,0.44,0.02,0.4
2020-03-19T00:00:00,10:42:00,23.8,7.5,7.7,423,1.3,0.2,120,400,130,7.5,1.1,<3,3,7,0.042,0.052,0.006,0.47,0.03,0.41
2020-05-27T00:00:00,07:45:00,17.1,7.9,7.5,46600,1.2,30,8 EST,16 EST,8 EST,11,1.2,<3,12,11,0.026,0.011,0.034,0.26,0.07,0.24
2020-05-27T00:00:00,08:19:00,17.4,6.5,7.6,46300,1.2,29.8,8 EST,16 EST,9 EST,9.1,1.2,<3,14,7,0.036,0.028,0.039,0.28,0.08,0.26
2020-05-27T00:00:00,08:40:00,17.5,5.9,7.5,43900,1.2,28.1,11,17,7 EST,6.9,1.2,<3,22,8,0.04,0.045,0.055,0.3,0.1,0.25
2020-05-27T00:00:00,09:12:00,18,5.6,7.4,42400,1.2,27.1,11,18,12,7.5,1.2,3,16,6,0.076,0.057,0.05,0.3,0.09,0.24
2020-05-27T00:00:00,09:33:00,18.6,5.6,7.4,39500,1.3,25.1,17,20,13,5.9,1.1,<3,15,6,0.075,0.059,0.15,0.3,0.2,0.24
2020-05-27T00:00:00,09:50:00,18,4.7,7.3,41000,1.3,26.1,32,45,18,6.4,1.1,<3,4,7,0.12,0.074,0.041,0.29,0.07,0.22
2020-05-27T00:00:00,10:16:00,18,4.8,7.3,38600,1.2,24.4,41,46,31,4.8,1.1,<3,12,12,0.13,0.085,0.038,0.27,0.07,0.19
2020-05-27T00:00:00,10:51:00,18.1,4.9,7.2,37500,1.3,23.6,32,43,24,3.2,1.1,<3,12,7,0.13,0.087,0.036,0.25,0.06,0.16
2020-06-18T00:00:00,08:24:00,20,7.3,7.7,46000,1,29.7,5 EST,11 EST,5 EST,12,1.1,<3,26,19,0.01,<0.005,0.03,0.38,0.06,0.38
2020-06-18T00:00:00,09:06:00,19.9,7.6,7.7,44300,1,28.5,8 EST,13 EST,<1,25,1.2,<3,23,<5.0,0.01,<0.005,0.039,0.43,0.07,0.43
2020-06-18T00:00:00,09:35:00,20.4,7.3,7.6,41300,1,26.4,10 EST,16 EST,4 EST,25,1.3,<3,13,<5.0,0.009,<0.005,0.059,0.46,0.1,0.46
2020-06-18T00:00:00,10:03:00,20.6,6.5,7.6,39600,1.1,25.2,8 EST,16 EST,5 EST,20,1.5,<3,11,7,0.014,0.023,0.11,0.53,0.14,0.5
2020-06-18T00:00:00,10:24:00,20.5,6.1,7.5,41500,1,26.5,17,25,6 EST,18,1.2,<3,17,6,0.033,0.04,0.061,0.5,0.08,0.46
2020-06-18T00:00:00,10:45:00,20.4,4.9,7.4,39100,1.1,24.8,17,24,5 EST,7.5,1.1,<3,18,<5.0,0.11,0.063,0.069,0.49,0.08,0.43
2020-06-18T00:00:00,11:10:00,20.3,4.2,7.3,36600,1.1,23.1,80 EST,90 EST,29,4.3,1.1,<3,20,5,0.14,0.077,0.06,0.47,0.07,0.4
2020-06-18T00:00:00,11:40:00,20.1,4.4,7.2,33600,1,21,170,240,48,3.2,1,<3,<2,5,0.12,0.087,0.048,0.44,0.05,0.35
2020-07-09T00:00:00,08:01:00,17,6.9,7.5,45400,1.2,29.2,8 EST,11 EST,9 EST,2.7,1,<3,11,9,0.051,0.033,0.05,0.4,0.05,0.37
2020-07-09T00:00:00,08:42:00,17.3,5.8,7.6,45600,1.3,29.3,8 EST,9 EST,11,4.4,1,<3,10,6,0.064,0.04,0.06,0.44,0.06,0.4
2020-07-09T00:00:00,09:09:00,17.4,5.5,7.5,42900,1.3,27.4,16,18,13,3.6,1,<3,8,6,0.095,0.053,0.06,0.49,0.06,0.44
2020-07-09T00:00:00,09:38:00,17.5,5.5,7.5,40100,1.2,25.4,56,60,50,2.7,1,<3,7,8,0.11,0.075,0.07,0.48,0.07,0.41
2020-07-09T00:00:00,09:58:00,17.8,5.4,7.5,39200,1.3,24.9,28,38,26,3.6,1,<3,9,8,0.11,0.064,0.07,0.51,0.07,0.44
2020-07-09T00:00:00,10:22:00,17.6,5,7.5,40200,1.3,25.5,80,87,68,2.7,1,<3,4,6,0.11,0.066,0.07,0.49,0.07,0.43
2020-07-09T00:00:00,10:52:00,17.5,4.6,7.4,40000,1.3,25.4,31,39,34,<1,1,<3,3,<5.0,0.11,0.06,0.06,0.43,0.06,0.37
2020-07-09T00:00:00,11:22:00,17.5,5,7.4,38400,1.3,24.2,44,53,51,1.8,1,<3,4,5,0.092,0.056,0.06,0.4,0.06,0.35
2020-08-05T00:00:00,07:49:00,17.8,6.6,7.5,45300,1.5,29.2,8 EST,8 EST,3 EST,1.8,1,<3,27,10,0.12,0.086,0.053,0.48,0.07,0.4
2020-08-05T00:00:00,08:37:00,17.9,6.2,7.6,46300,1.4,29.9,<1,<1,1 EST,2.7,1,<3,30,10,0.12,0.085,0.053,0.48,0.06,0.4
2020-08-05T00:00:00,09:06:00,17.9,6,7.6,42900,1.5,27.4,2 EST,2 EST,5 EST,2.7,1,<3,21,6,0.15,0.1,0.063,0.57,0.07,0.46
2020-08-05T00:00:00,09:38:00,18.2,5.8,7.6,42700,1.6,27.3,3 EST,3 EST,2 EST,2.7,1.1,<3,10,8,0.16,0.11,0.069,0.59,0.08,0.47
2020-08-05T00:00:00,10:07:00,19,5.9,7.6,39700,1.6,25.2,4 EST,4 EST,<1,3.6,1.1,<3,15,8,0.17,0.11,0.068,0.6,0.08,0.49
2020-08-05T00:00:00,10:31:00,18.8,7.7,7.6,41300,1.6,26.3,6 EST,6 EST,1 EST,2.7,1.1,<3,27,8,0.17,0.12,0.077,0.65,0.09,0.52
2020-08-05T00:00:00,11:03:00,18.7,4.5,7.5,39900,1.6,25.4,5 EST,8 EST,1 EST,<1,1,<3,23,8,0.18,0.13,0.07,0.63,0.08,0.49
2020-08-05T00:00:00,11:45:00,18.7,5.2,7.5,36400,1.7,22.9,29,29,21,2.7,1,<3,15,7,0.12,0.11,0.053,0.51,0.07,0.4
2020-09-16T00:00:00,07:47:00,21.9,7.8,7.7,50800,1.2,33.3,11,12,5 EST,3.7,1.1,<3,25,<5.0,0.008,0.026,0.025,0.4,0.05,0.37
2020-09-16T00:00:00,08:37:00,22.1,5.3,7.8,51900,1.2,34.1,4 EST,5 EST,5 EST,4.8,1.1,<3,23,<5.0,0.015,0.038,0.029,0.43,0.05,0.39
2020-09-16T00:00:00,09:10:00,22.2,5.4,7.7,48200,1.1,31.4,4 EST,5 EST,2 EST,4.3,1.1,<3,10,<5.0,0.018,0.048,0.031,0.48,0.05,0.43
2020-09-16T00:00:00,09:52:00,22.9,7.4,7.6,44400,1.1,28.6,6 EST,10 EST,5 EST,3.7,1,<3,<2,5.2,0.02,0.06,0.056,0.6,0.08,0.54
2020-09-16T00:00:00,10:20:00,22.7,5.6,7.6,46100,1.2,29.9,11,14,7 EST,8,1.2,<3,6,<5.0,0.02,0.072,0.041,0.55,0.07,0.47
2020-09-16T00:00:00,10:50:00,22.9,5,7.6,44900,1.3,29,11,15,7 EST,6.9,1.1,<3,9,<5.0,0.047,0.083,0.049,0.53,0.08,0.45
2020-09-16T00:00:00,11:18:00,22.9,4.2,7.4,42100,1.3,27,16,23,11,2.7,1.1,<3,2,<5.0,0.083,0.088,0.051,0.55,0.07,0.46
2020-09-16T00:00:00,11:59:00,22.9,4.7,7.4,40200,1.3,25.6,51,55,18,2.1,1.1,<3,6,<5.0,0.073,0.064,0.048,0.5,0.07,0.44
2020-10-21T00:00:00,07:46:00,24.2,6.1,7.6,50200,0.8,32.8,5 EST,7 EST,2 EST,6.2,1.1,<3,57,7,<0.005,0.017,0.044,0.49,0.08,0.47
2020-10-21T00:00:00,08:24:00,24.3,8.5,7.6,52500,0.8,34.6,5 EST,6 EST,5 EST,7.1,1.1,<3,36,7,<0.005,0.016,0.048,0.5,0.08,0.49
2020-10-21T00:00:00,08:51:00,24.7,6.2,7.6,48200,0.8,31.4,5 EST,7 EST,3 EST,7.1,1.1,<3,27,7,<0.005,0.032,0.055,0.51,0.08,0.48
2020-10-21T00:00:00,09:23:00,24.9,6.1,7.6,47800,0.8,31.1,8 EST,18,<1,3.6,1.1,<3,27,7,0.017,0.034,0.063,0.49,0.08,0.45
2020-10-21T00:00:00,09:45:00,25.1,6.6,7.5,45400,0.9,29.4,6 EST,8 EST,2 EST,4.4,1.1,<3,27,7,0.027,0.04,0.076,0.6,0.09,0.56
2020-10-21T00:00:00,10:04:00,25.1,6.4,7.5,46300,0.7,30,6 EST,10 EST,3 EST,7.1,1.1,<3,41,7,0.038,0.041,0.07,0.56,0.08,0.52
2020-10-21T00:00:00,10:31:00,24.9,5.9,7.4,45500,0.8,29.5,11,13,3 EST,5.3,1.1,<3,33,6,0.059,0.05,0.071,0.54,0.09,0.49
2020-10-21T00:00:00,11:02:00,25,9.6,7.3,44400,0.7,28.6,17,19,5 EST,6.2,1.2,<3,26,7,0.063,0.051,0.074,0.49,0.08,0.44
2020-11-04T00:00:00,07:45:00,24.4,5.4,7.5,38100,1.1,24.2,3 EST,8 EST,5 EST,6.4,1.1,<3,16,8,0.014,0.07,0.028,0.54,0.07,0.47
2020-11-04T00:00:00,08:23:00,24.7,5.6,7.6,46300,1.1,30,5 EST,6 EST,<1,8,1.1,<3,<2,6,0.029,0.073,0.029,0.55,0.07,0.48
2020-11-04T00:00:00,09:02:00,25,5.8,7.5,36200,1,22.9,7 EST,11 EST,4 EST,19,1.5,<3,4,6,0.069,0.11,0.036,0.67,0.08,0.56
2020-11-04T00:00:00,09:34:00,25.1,5.3,7.5,35500,0.8,22.4,5 EST,6 EST,3 EST,8,1.1,<3,<2,6,0.083,0.11,0.04,0.69,0.08,0.58
2020-11-04T00:00:00,10:05:00,25.4,6,7.5,35700,0.8,22.5,8 EST,9 EST,2 EST,5.9,1.1,<3,<2,7,0.082,0.13,0.04,0.68,0.08,0.56
2020-11-04T00:00:00,10:24:00,25.4,5.4,7.5,35000,0.8,22,5 EST,7 EST,4 EST,6.9,1.2,<3,<2,6,0.091,0.12,0.041,0.67,0.08,0.55
2020-11-04T00:00:00,10:52:00,25.7,4.9,7.4,34400,0.8,21.6,10 EST,34,6 EST,5.9,1.1,<3,<2,6,0.14,0.13,0.05,0.71,0.09,0.57
2020-11-04T00:00:00,11:24:00,25.7,3.8,7.3,32000,0.8,20,19,23,8 EST,4.3,1.1,<3,<2,6,0.17,0.15,0.057,0.77,0.09,0.61
2020-12-16T00:00:00,08:19:00,25.4,6,7.5,39300,0.8,25,91,36,23,8.5,1.1,<3,23,7,<0.005,0.032,0.036,0.54,0.1,0.51
2020-12-16T00:00:00,08:56:00,25.6,5.2,7.5,40800,0.8,26.1,55,290,19,9.1,1.1,<3,28,7,<0.005,0.043,0.04,0.57,0.09,0.52
2020-12-16T00:00:00,09:24:00,25.5,5.1,7.5,37700,0.8,23.9,64,410,18,11,1.1,<3,22,7,<0.005,0.058,0.045,0.56,0.1,0.5
2020-12-16T00:00:00,09:55:00,25.6,4.8,7.5,36400,0.8,23,60,440,22,8.9,1.1,<3,31,6,0.022,0.067,0.05,0.57,0.11,0.51
2020-12-16T00:00:00,10:23:00,26.1,5.1,7.5,34800,0.8,21.9,100,350,15,9.8,1.1,<3,24,7,0.045,0.065,0.068,0.66,0.12,0.59
2020-12-16T00:00:00,10:46:00,26,4.7,7.5,35500,0.8,22.3,52,280,16,14,1.2,<3,21,6,0.042,0.071,0.058,0.63,0.11,0.56
2020-12-16T00:00:00,11:17:00,25.9,4,7.4,33700,0.9,21.1,60,290,15,12,1.1,<3,23,7,0.08,0.082,0.065,0.65,0.11,0.57
2020-12-16T00:00:00,11:49:00,27.2,4.5,7.4,30400,0.9,18.8,82,360,14,12,1.1,<3,20,7,0.11,0.098,0.067,0.71,0.11,0.61
2021-01-29T00:00:00,07:23:00,28.1,6.9,7.7,41100,0.8,26.3,8 EST,16 EST,1 EST,3.2,1,<3,29,9,<0.005,<0.005,0.028,0.47,0.08,0.47
2021-01-29T00:00:00,08:16:00,28.2,5.9,7.8,42000,0.8,27,10,15,<1,4.3,1.1,<3,29,8,<0.005,<0.005,0.03,0.47,0.09,0.47
2021-01-29T00:00:00,08:53:00,28.3,5.9,7.8,40400,0.8,25.8,10,16,3 EST,4.3,1.1,<3,30,8,<0.005,<0.005,0.031,0.46,0.09,0.46
2021-01-29T00:00:00,09:33:00,28.3,5.8,7.8,39300,0.8,25,10,14,1 EST,6.4,1.1,<3,28,8,<0.005,<0.005,0.035,0.48,0.1,0.48
2021-01-29T00:00:00,10:02:00,28.4,6.2,7.8,38900,0.8,24.7,7 EST,24,5 EST,7.5,1.1,<3,36,8,<0.005,<0.005,2.35,0.51,2.4,0.51
2021-01-29T00:00:00,10:36:00,28.6,5.8,7.8,38200,0.8,24.3,7 EST,23,3 EST,11,1.1,<3,28,8,<0.005,<0.005,0.054,0.52,0.14,0.52
2021-01-29T00:00:00,11:05:00,29.3,6,7.7,36300,0.8,22.9,7 EST,23,1 EST,7.5,1.1,<3,19,9,<0.005,<0.005,0.59,0.5,0.65,0.5
2021-01-29T00:00:00,11:45:00,28.9,7.3,7.6,32700,0.8,20.4,49,63,12,12,1.1,<3,20,9,<0.005,<0.005,0.057,0.57,0.17,0.57
2021-02-24T00:00:00,08:57:00,26.3,8.8,6,24900,0.8,15.2,3300,9300,4100,2.7,1,<3,22,7,<0.005,0.013,0.042,0.52,0.09,0.5
2021-02-24T00:00:00,09:42:00,27.8,7.3,6.8,36900,1.1,23.3,">10,000",">10,000",2000,2.7,1,<3,19,6,<0.005,<0.005,0.045,0.53,0.08,0.53
2021-02-24T00:00:00,10:13:00,27.8,7.4,6.8,30000,1.1,18.6,">10,000",">10,000",2300,1.3,1,<3,15,6,0.14,0.076,0.11,0.84,0.15,0.76
2021-02-24T00:00:00,10:41:00,28,7.2,6.8,29000,1.1,17.9,6600,13000,1500,2.7,1,<3,15,6,0.099,0.061,0.11,0.77,0.15,0.71
2021-02-24T00:00:00,11:04:00,28,7.4,6.8,27300,1.1,16.7,3700,9600,2600,2.7,1,<3,17,5,0.009,0.055,0.069,0.57,0.1,0.51
2021-02-24T00:00:00,11:28:00,28.2,7.3,6.9,25500,1,15.5,2200,7200,2600,4,1,<3,16,5,0.011,0.061,0.071,0.55,0.13,0.49
2021-02-24T00:00:00,11:56:00,26.7,7.8,6.8,15000,0.9,8.7,7500,">10,000",">10,000",1.3,1,<3,23,6,0.04,0.18,0.075,0.72,0.12,0.54
2021-02-24T00:00:00,12:25:00,25.8,8,6.7,7790,0.7,4.3,">10,000",">10,000",">10,000",<1,0.9,<3,39,6,0.055,0.29,0.075,0.85,0.14,0.56
2021-03-17T00:00:00,08:39:00,25,5,7.5,39900,1.1,25.4,6 EST,18,9 EST,3.2,1,<3,22,8,0.032,0.007,0.034,0.41,0.08,0.4
2021-03-17T00:00:00,09:26:00,25.1,5.1,7.6,43200,1.1,27.8,5 EST,14,5 EST,2.1,1,<3,26,8,0.032,0.009,0.034,0.42,0.07,0.41
2021-03-17T00:00:00,09:56:00,25.2,5.3,7.6,35800,1.2,22.5,15,41,14,2.1,1,<3,19,8,0.046,0.022,0.043,0.46,0.08,0.44
2021-03-17T00:00:00,10:28:00,25.3,5,7.6,34200,1.2,21.5,25,55,26,2.1,1,<3,6,9,0.064,0.033,0.046,0.52,0.09,0.49
2021-03-17T00:00:00,11:00:00,25.6,4.8,7.5,30300,1.2,18.8,32,110,32,2.1,1,<3,16,9,0.067,0.038,0.047,0.6,0.1,0.56
2021-03-17T00:00:00,11:23:00,25.5,4.9,7.6,32100,1.2,20,50,100,29,4.3,1.1,<3,20,10,0.057,0.037,0.047,0.58,0.1,0.55
2021-03-17T00:00:00,11:46:00,25.5,5.2,7.5,31700,1,19.7,41,120,20,5.3,1.1,<3,28,9,0.097,0.033,0.051,0.49,0.1,0.45
2021-03-17T00:00:00,12:19:00,25.5,3.7,7.4,26500,1,16.2,78,130,29,2.1,1.1,<3,47,8,0.12,0.039,0.065,0.56,0.12,0.52
2021-04-15T00:00:00,08:14:00,22.1,8.7,6.1,21700,1.1,13,60,110,14,2.1,1,<3,9,10,<0.005,0.069,0.035,0.59,0.09,0.52
2021-04-15T00:00:00,09:03:00,22.4,8.4,6.4,14600,1.1,8.5,45,160,19,2.1,1,<3,6,10,<0.005,0.14,0.043,0.69,0.08,0.55
2021-04-15T00:00:00,09:31:00,22.7,8,6.5,10600,1.1,6,49,280,35,1.1,1,<3,6,9,0.053,0.18,0.049,0.64,0.08,0.46
2021-04-15T00:00:00,10:05:00,23,8.7,7.1,10900,1.1,6.2,120,240,37,1.1,1,<3,5,9,0.042,0.16,0.049,0.69,0.09,0.53
2021-04-15T00:00:00,10:34:00,23.3,5.6,7.3,9230,1.1,5.2,55,260,32,1.1,1,<3,<2,10,0.082,0.18,0.099,0.69,0.12,0.51
